Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order_Date,new_ship,Year,Month,Day
5757,CA-2014-163748,standard class,HG-15025,hunter glantz,consumer,united states,fort worth,texas,76106,central,TEC-CO-10002095,technology,copiers,hewlett packard 610 color digital copier / printer,1999.96,5,0.2,624.9875,14-10-2014,18-10-2014,2014,10,14
5758,CA-2015-119634,standard class,BW-11065,barry weirich,consumer,united states,raleigh,north carolina,27604,south,FUR-FU-10004270,furniture,furnishings,"executive impressions 13"" clairmont wall clock",46.152,3,0.2,12.1149,11-08-2015,16-08-2015,2015,8,11
5759,CA-2015-149300,first class,BH-11710,brosina hoffman,consumer,united states,hialeah,florida,33012,south,TEC-MA-10000423,technology,machines,texas instruments ti-34 scientific calculator,32.985,3,0.5,-1.9791,22-11-2015,23-11-2015,2015,11,22
5760,US-2016-111528,same day,JP-16135,julie prescott,home office,united states,los angeles,california,90032,west,OFF-ST-10001526,office supplies,storage,iceberg mobile mega data/printer cart,481.32,4,0,125.1432,30-12-2016,30-12-2016,2016,12,30
5761,US-2016-111528,same day,JP-16135,julie prescott,home office,united states,los angeles,california,90032,west,OFF-BI-10002194,office supplies,binders,cardinal hold-it cd pocket,6.384,1,0.2,2.1546,30-12-2016,30-12-2016,2016,12,30
5762,CA-2017-158169,first class,JM-16195,justin mackendrick,consumer,united states,lake forest,california,92630,west,OFF-AP-10000828,office supplies,appliances,avanti 4.4 cu. ft. refrigerator,542.94,3,0,152.0232,12-08-2017,15-08-2017,2017,8,12
5763,CA-2017-158169,first class,JM-16195,justin mackendrick,consumer,united states,lake forest,california,92630,west,FUR-FU-10001473,furniture,furnishings,dax wood document frame,54.92,4,0,19.7712,12-08-2017,15-08-2017,2017,8,12
5764,CA-2015-162047,first class,FH-14365,fred hopkins,corporate,united states,long beach,new york,11561,east,FUR-CH-10004983,furniture,chairs,office star - mid back dual function ergonomic high back chair with 2-way adjustable arms,1448.82,10,0.1,209.274,03-11-2015,05-11-2015,2015,11,3
5765,CA-2015-117772,second class,MC-17575,matt collins,consumer,united states,seattle,washington,98103,west,OFF-ST-10003994,office supplies,storage,"belkin 19"" center-weighted shelf, gray",353.88,6,0,17.694,10-09-2015,12-09-2015,2015,9,10
5766,US-2014-126340,standard class,EB-13870,emily burns,consumer,united states,redding,california,96003,west,TEC-PH-10004447,technology,phones,toshiba ipt2010-sd ip telephone,333.576,3,0.2,25.0182,08-11-2014,14-11-2014,2014,11,8
5767,CA-2016-149685,standard class,PM-19135,peter mcvee,home office,united states,san antonio,texas,78207,central,OFF-LA-10004545,office supplies,labels,avery 50,60.144,6,0.2,20.2986,08-10-2016,15-10-2016,2016,10,8
5768,CA-2017-126396,second class,AR-10345,alex russell,corporate,united states,houston,texas,77070,central,TEC-AC-10003116,technology,accessories,memorex froggy flash drive 8 gb,85.2,6,0.2,20.235,08-09-2017,12-09-2017,2017,9,8
5769,CA-2015-154900,standard class,SS-20875,sung shariari,consumer,united states,leominster,massachusetts,1453,east,OFF-LA-10001641,office supplies,labels,avery 518,3.15,1,0,1.512,25-02-2015,01-03-2015,2015,2,25
5770,CA-2015-154900,standard class,SS-20875,sung shariari,consumer,united states,leominster,massachusetts,1453,east,OFF-PA-10002377,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",22.72,4,0,10.224,25-02-2015,01-03-2015,2015,2,25
5771,CA-2015-103835,standard class,SC-20440,shaun chance,corporate,united states,los angeles,california,90032,west,FUR-FU-10000010,furniture,furnishings,"dax value u-channel document frames, easel back",14.91,3,0,4.6221,24-09-2015,28-09-2015,2015,9,24
5772,CA-2015-103835,standard class,SC-20440,shaun chance,corporate,united states,los angeles,california,90032,west,OFF-AP-10002651,office supplies,appliances,hoover upright vacuum with dirt cup,1158.12,4,0,335.8548,24-09-2015,28-09-2015,2015,9,24
5773,CA-2015-158939,standard class,EA-14035,erin ashbrook,corporate,united states,springfield,missouri,65807,central,TEC-CO-10002313,technology,copiers,canon pc1080f personal copier,599.99,1,0,233.9961,26-11-2015,01-12-2015,2015,11,26
5774,CA-2016-117408,standard class,TP-21130,theone pippenger,consumer,united states,waco,texas,76706,central,OFF-ST-10001580,office supplies,storage,super decoflex portable personal file,23.968,2,0.2,2.3968,31-08-2016,06-09-2016,2016,8,31
5775,CA-2016-142398,standard class,BP-11290,beth paige,consumer,united states,los angeles,california,90036,west,FUR-CH-10001545,furniture,chairs,hon comfortask task/swivel chairs,638.288,7,0.2,-31.9144,12-04-2016,16-04-2016,2016,4,12
5776,CA-2016-142398,standard class,BP-11290,beth paige,consumer,united states,los angeles,california,90036,west,OFF-BI-10004826,office supplies,binders,jm magazine binder,13.208,1,0.2,4.6228,12-04-2016,16-04-2016,2016,4,12
5777,CA-2016-105277,standard class,LM-17065,liz mackendrick,consumer,united states,auburn,new york,13021,east,OFF-BI-10000301,office supplies,binders,gbc instant report kit,15.528,3,0.2,5.823,04-12-2016,08-12-2016,2016,12,4
5778,CA-2016-112060,standard class,KT-16465,kean takahito,consumer,united states,san francisco,california,94109,west,OFF-PA-10000994,office supplies,paper,xerox 1915,104.85,1,0,50.328,04-12-2016,09-12-2016,2016,12,4
5779,CA-2014-105270,standard class,AP-10915,arthur prichep,consumer,united states,los angeles,california,90008,west,OFF-AR-10003156,office supplies,art,50 colored long pencils,30.48,3,0,7.9248,11-11-2014,18-11-2014,2014,11,11
5780,CA-2014-105270,standard class,AP-10915,arthur prichep,consumer,united states,los angeles,california,90008,west,FUR-CH-10000988,furniture,chairs,hon olson stacker stools,112.648,1,0.2,11.2648,11-11-2014,18-11-2014,2014,11,11
5781,US-2015-159513,standard class,JD-15790,john dryer,consumer,united states,los angeles,california,90049,west,TEC-MA-10003329,technology,machines,"vtech at&t cl2940 corded speakerphone, black",71.976,3,0.2,24.2919,02-04-2015,09-04-2015,2015,4,2
5782,CA-2015-155586,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928,west,OFF-AR-10001547,office supplies,art,newell 311,2.21,1,0,0.5967,12-12-2015,16-12-2015,2015,12,12
5783,CA-2015-155586,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928,west,OFF-EN-10003072,office supplies,envelopes,peel & seel envelopes,15.52,4,0,7.4496,12-12-2015,16-12-2015,2015,12,12
5784,CA-2015-155586,second class,XP-21865,xylona preis,consumer,united states,chico,california,95928,west,OFF-PA-10000726,office supplies,paper,"black print carbonless snap-off rapid letter, 8 1/2"" x 7""",36.44,4,0,16.398,12-12-2015,16-12-2015,2015,12,12
5785,CA-2017-141117,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477,west,FUR-BO-10001972,furniture,bookcases,o'sullivan 4-shelf bookcase in odessa pine,217.764,6,0.7,-384.7164,02-10-2017,08-10-2017,2017,10,2
5786,CA-2017-141117,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477,west,OFF-SU-10004664,office supplies,supplies,acme softgrip scissors,39.072,6,0.2,4.3956,02-10-2017,08-10-2017,2017,10,2
5787,CA-2017-141117,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477,west,OFF-BI-10003676,office supplies,binders,"gbc standard recycled report covers, clear plastic sheets",22.638,7,0.7,-16.6012,02-10-2017,08-10-2017,2017,10,2
5788,CA-2017-141117,standard class,JK-16090,juliana krohn,consumer,united states,springfield,oregon,97477,west,OFF-AR-10003727,office supplies,art,berol giant pencil sharpener,95.144,7,0.2,10.7037,02-10-2017,08-10-2017,2017,10,2
5789,CA-2017-115070,second class,MG-18205,mitch gastineau,corporate,united states,jacksonville,florida,32216,south,FUR-FU-10003829,furniture,furnishings,stackable trays,12.32,5,0.2,1.848,10-04-2017,14-04-2017,2017,4,10
5790,CA-2017-115070,second class,MG-18205,mitch gastineau,corporate,united states,jacksonville,florida,32216,south,OFF-BI-10003712,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", light blue",4.419,3,0.7,-3.0933,10-04-2017,14-04-2017,2017,4,10
5791,CA-2017-140186,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309,west,OFF-FA-10002280,office supplies,fasteners,advantus plastic paper clips,35,7,0,16.8,29-09-2017,02-10-2017,2017,9,29
5792,CA-2017-140186,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309,west,FUR-CH-10002961,furniture,chairs,"leather task chair, black",72.784,1,0.2,0,29-09-2017,02-10-2017,2017,9,29
5793,CA-2017-140186,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309,west,OFF-AP-10002578,office supplies,appliances,"fellowes premier superior surge suppressor, 10-outlet, with phone and remote",97.84,2,0,25.4384,29-09-2017,02-10-2017,2017,9,29
5794,CA-2017-140186,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309,west,FUR-FU-10004848,furniture,furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",51.75,1,0,15.525,29-09-2017,02-10-2017,2017,9,29
5795,CA-2017-140186,first class,PG-18820,patrick gardner,consumer,united states,bakersfield,california,93309,west,OFF-BI-10003364,office supplies,binders,binding machine supplies,46.672,2,0.2,16.3352,29-09-2017,02-10-2017,2017,9,29
5796,CA-2014-124856,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011,east,OFF-ST-10002615,office supplies,storage,"dual level, single-width filing carts",1395.54,9,0,362.8404,29-09-2014,03-10-2014,2014,9,29
5797,CA-2014-124856,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011,east,FUR-FU-10000521,furniture,furnishings,"seth thomas 14"" putty-colored wall clock",117.36,4,0,36.3816,29-09-2014,03-10-2014,2014,9,29
5798,CA-2014-124856,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011,east,OFF-LA-10000121,office supplies,labels,avery 48,18.9,3,0,8.694,29-09-2014,03-10-2014,2014,9,29
5799,CA-2014-124856,second class,LD-17005,lisa decherney,consumer,united states,new york city,new york,10011,east,OFF-PA-10001289,office supplies,paper,white computer printout paper by universal,77.52,2,0,37.9848,29-09-2014,03-10-2014,2014,9,29
5800,CA-2014-166716,second class,CR-12730,craig reiter,consumer,united states,chicago,illinois,60610,central,FUR-CH-10004495,furniture,chairs,"global leather and oak executive chair, black",421.372,2,0.3,-6.0196,20-08-2014,25-08-2014,2014,8,20
5801,CA-2014-123225,first class,MN-17935,michael nguyen,consumer,united states,el paso,texas,79907,central,TEC-PH-10000895,technology,phones,polycom vvx 310 voip phone,575.968,4,0.2,43.1976,11-07-2014,14-07-2014,2014,7,11
5802,CA-2014-123225,first class,MN-17935,michael nguyen,consumer,united states,el paso,texas,79907,central,OFF-PA-10000552,office supplies,paper,xerox 200,10.368,2,0.2,3.6288,11-07-2014,14-07-2014,2014,7,11
5803,CA-2015-163440,first class,RD-19900,ruben dartt,consumer,united states,thousand oaks,california,91360,west,TEC-PH-10000376,technology,phones,square credit card reader,15.984,2,0.2,1.1988,22-03-2015,24-03-2015,2015,3,22
5804,US-2017-106796,standard class,JP-16135,julie prescott,home office,united states,springfield,ohio,45503,east,OFF-AR-10003504,office supplies,art,newell 347,10.272,3,0.2,1.1556,12-05-2017,19-05-2017,2017,5,12
5805,CA-2017-113873,standard class,KE-16420,katrina edelman,corporate,united states,dallas,texas,75220,central,OFF-ST-10000943,office supplies,storage,eldon profile file 'n store portable file tub letter/legal size black,61.792,4,0.2,6.1792,13-11-2017,19-11-2017,2017,11,13
5806,CA-2017-113873,standard class,KE-16420,katrina edelman,corporate,united states,dallas,texas,75220,central,FUR-BO-10003441,furniture,bookcases,"bush westfield collection bookcases, fully assembled",205.9992,3,0.32,-27.2646,13-11-2017,19-11-2017,2017,11,13
5807,CA-2016-149783,second class,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918,south,OFF-PA-10002195,office supplies,paper,"rsvp cards & envelopes, blank white, 8-1/2"" x 11"", 24 cards/25 envelopes/set",12.192,3,0.2,4.1148,04-09-2016,07-09-2016,2016,9,4
5808,CA-2016-149783,second class,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918,south,OFF-AP-10001205,office supplies,appliances,belkin 5 outlet surgemaster power centers,87.168,2,0.2,8.7168,04-09-2016,07-09-2016,2016,9,4
5809,CA-2016-149783,second class,DL-13315,delfina latchford,consumer,united states,knoxville,tennessee,37918,south,OFF-AR-10002987,office supplies,art,prismacolor color pencil set,31.744,2,0.2,8.3328,04-09-2016,07-09-2016,2016,9,4
5810,CA-2016-125017,standard class,KB-16240,karen bern,corporate,united states,chattanooga,tennessee,37421,south,FUR-FU-10000723,furniture,furnishings,"deflect-o economat studded, no bevel mat for low pile carpeting",132.224,4,0.2,-18.1808,06-02-2016,11-02-2016,2016,2,6
5811,US-2015-163279,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037,west,OFF-PA-10003127,office supplies,paper,easy-staple paper,105.52,4,0,48.5392,22-03-2015,26-03-2015,2015,3,22
5812,US-2015-163279,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037,west,FUR-FU-10000747,furniture,furnishings,tenex b1-re series chair mats for low pile carpets,91.96,2,0,15.6332,22-03-2015,26-03-2015,2015,3,22
5813,US-2015-163279,standard class,JD-16150,justin deggeller,corporate,united states,san diego,california,92037,west,TEC-PH-10001795,technology,phones,clearone chatattach 160 - speaker phone,1487.976,3,0.2,185.997,22-03-2015,26-03-2015,2015,3,22
5814,CA-2015-150196,first class,SR-20740,steven roelle,home office,united states,new york city,new york,10024,east,OFF-PA-10003797,office supplies,paper,xerox 209,19.44,3,0,9.3312,02-07-2015,03-07-2015,2015,7,2
5815,US-2015-106495,first class,AC-10450,amy cox,consumer,united states,tampa,florida,33614,south,TEC-AC-10002718,technology,accessories,belkin standard 104 key usb keyboard,11.672,1,0.2,-0.7295,15-06-2015,17-06-2015,2015,6,15
5816,CA-2014-124730,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501,east,TEC-PH-10002170,technology,phones,clearsounds csc500 amplified spirit phone corded phone,279.96,4,0,78.3888,26-11-2014,26-11-2014,2014,11,26
5817,CA-2014-124730,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501,east,OFF-BI-10001078,office supplies,binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",12.912,3,0.2,4.6806,26-11-2014,26-11-2014,2014,11,26
5818,CA-2014-124730,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501,east,OFF-BI-10001031,office supplies,binders,pressboard data binders by wilson jones,17.088,4,0.2,5.7672,26-11-2014,26-11-2014,2014,11,26
5819,CA-2014-124730,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501,east,OFF-LA-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",93.15,9,0,44.712,26-11-2014,26-11-2014,2014,11,26
5820,CA-2014-124730,same day,LS-17245,lynn smith,consumer,united states,utica,new york,13501,east,OFF-LA-10001613,office supplies,labels,avery file folder labels,11.52,4,0,5.6448,26-11-2014,26-11-2014,2014,11,26
5821,CA-2017-117632,standard class,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122,west,OFF-SU-10000157,office supplies,supplies,compact automatic electric letter opener,238.62,2,0,4.7724,12-05-2017,18-05-2017,2017,5,12
5822,CA-2017-117632,standard class,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122,west,OFF-AP-10004868,office supplies,appliances,hoover commercial soft guard upright vacuum and disposable filtration bags,7.77,1,0,2.0979,12-05-2017,18-05-2017,2017,5,12
5823,CA-2017-117632,standard class,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122,west,FUR-TA-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",285.48,5,0.2,-10.7055,12-05-2017,18-05-2017,2017,5,12
5824,CA-2017-117632,standard class,CS-12175,charles sheldon,corporate,united states,san francisco,california,94122,west,OFF-BI-10001900,office supplies,binders,"dxl angle-view binders with locking rings, black",19.168,4,0.2,6.4692,12-05-2017,18-05-2017,2017,5,12
5825,CA-2014-115056,same day,AR-10510,andrew roberts,consumer,united states,columbus,ohio,43229,east,OFF-AP-10003971,office supplies,appliances,belkin 6 outlet metallic surge strip,26.136,3,0.2,1.9602,02-05-2014,02-05-2014,2014,5,2
5826,CA-2017-161067,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035,east,OFF-PA-10000418,office supplies,paper,xerox 189,419.4,4,0,201.312,03-09-2017,06-09-2017,2017,9,3
5827,CA-2017-161067,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035,east,FUR-CH-10004626,furniture,chairs,office star flex back scooter chair with aluminum finish frame,90.801,1,0.1,14.1246,03-09-2017,06-09-2017,2017,9,3
5828,CA-2017-161067,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035,east,FUR-CH-10004860,furniture,chairs,global low back tilter chair,181.764,2,0.1,-8.0784,03-09-2017,06-09-2017,2017,9,3
5829,CA-2017-161067,second class,KB-16405,katrina bavinger,home office,united states,new york city,new york,10035,east,OFF-AR-10003251,office supplies,art,prang drawing pencil set,5.56,2,0,2.224,03-09-2017,06-09-2017,2017,9,3
5830,CA-2016-122063,standard class,MM-17920,michael moore,consumer,united states,richmond,indiana,47374,central,FUR-TA-10004575,furniture,tables,hon 5100 series wood tables,581.96,2,0,104.7528,03-12-2016,07-12-2016,2016,12,3
5831,CA-2016-122063,standard class,MM-17920,michael moore,consumer,united states,richmond,indiana,47374,central,FUR-CH-10004754,furniture,chairs,"global stack chair with arms, black",29.98,1,0,8.0946,03-12-2016,07-12-2016,2016,12,3
5832,CA-2015-111206,standard class,RF-19735,roland fjeld,consumer,united states,san diego,california,92105,west,TEC-AC-10003095,technology,accessories,logitech g35 7.1-channel surround sound headset,519.96,4,0,176.7864,18-07-2015,22-07-2015,2015,7,18
5833,CA-2016-142895,standard class,BP-11290,beth paige,consumer,united states,concord,north carolina,28027,south,OFF-LA-10000262,office supplies,labels,avery 494,6.264,3,0.2,2.0358,21-07-2016,26-07-2016,2016,7,21
5834,CA-2016-142895,standard class,BP-11290,beth paige,consumer,united states,concord,north carolina,28027,south,FUR-CH-10002961,furniture,chairs,"leather task chair, black",363.92,5,0.2,0,21-07-2016,26-07-2016,2016,7,21
5835,CA-2015-101868,standard class,MJ-17740,max jones,consumer,united states,miami,florida,33178,south,OFF-BI-10003876,office supplies,binders,"green canvas binder for 8-1/2"" x 14"" sheets",64.2,5,0.7,-42.8,09-06-2015,16-06-2015,2015,6,9
5836,CA-2015-101868,standard class,MJ-17740,max jones,consumer,united states,miami,florida,33178,south,OFF-BI-10002133,office supplies,binders,"wilson jones elliptical ring 3 1/2"" capacity binders, 800 sheets",38.52,3,0.7,-26.964,09-06-2015,16-06-2015,2015,6,9
5837,CA-2015-101868,standard class,MJ-17740,max jones,consumer,united states,miami,florida,33178,south,TEC-AC-10004396,technology,accessories,logitech keyboard k120,72.6,5,0.2,-8.1675,09-06-2015,16-06-2015,2015,6,9
5838,CA-2017-133207,standard class,DO-13645,doug o'connell,consumer,united states,los angeles,california,90036,west,TEC-PH-10004100,technology,phones,griffin gc17055 auxiliary audio cable,57.568,4,0.2,5.7568,27-11-2017,03-12-2017,2017,11,27
5839,CA-2015-132948,standard class,MV-17485,mark van huff,consumer,united states,seattle,washington,98115,west,OFF-ST-10000636,office supplies,storage,rogers profile extra capacity storage tub,83.7,5,0,3.348,27-03-2015,03-04-2015,2015,3,27
5840,CA-2015-134992,second class,MG-17875,michael grace,home office,united states,arlington,virginia,22204,south,OFF-PA-10001972,office supplies,paper,xerox 214,32.4,5,0,15.552,22-09-2015,26-09-2015,2015,9,22
5841,CA-2015-134992,second class,MG-17875,michael grace,home office,united states,arlington,virginia,22204,south,FUR-FU-10002554,furniture,furnishings,"westinghouse floor lamp with metal mesh shade, black",47.98,2,0,11.0354,22-09-2015,26-09-2015,2015,9,22
5842,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,TEC-PH-10003174,technology,phones,rca visys 25825 wireless digital phone,415.968,4,0.2,51.996,17-11-2015,21-11-2015,2015,11,17
5843,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,OFF-ST-10001418,office supplies,storage,carina media storage towers in natural & black,304.9,5,0,6.098,17-11-2015,21-11-2015,2015,11,17
5844,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,FUR-FU-10002813,furniture,furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",80.96,4,0,29.1456,17-11-2015,21-11-2015,2015,11,17
5845,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,OFF-ST-10000129,office supplies,storage,fellowes recycled storage drawers,777.21,7,0,54.4047,17-11-2015,21-11-2015,2015,11,17
5846,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,OFF-PA-10001639,office supplies,paper,xerox 203,32.4,5,0,15.552,17-11-2015,21-11-2015,2015,11,17
5847,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,FUR-CH-10001708,furniture,chairs,office star - contemporary swivel chair with padded adjustable arms and flex back,225.568,2,0.2,2.8196,17-11-2015,21-11-2015,2015,11,17
5848,CA-2015-126725,standard class,BS-11665,brian stugart,consumer,united states,san diego,california,92105,west,FUR-FU-10001591,furniture,furnishings,advantus panel wall certificate holder - 8.5x11,36.6,3,0,15.372,17-11-2015,21-11-2015,2015,11,17
5849,CA-2015-121783,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113,central,OFF-AP-10003849,office supplies,appliances,hoover shoulder vac commercial portable vacuum,715.64,2,0,178.91,10-11-2015,14-11-2015,2015,11,10
5850,CA-2015-121783,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113,central,OFF-ST-10000078,office supplies,storage,tennsco 6- and 18-compartment lockers,795.51,3,0,143.1918,10-11-2015,14-11-2015,2015,11,10
5851,CA-2015-121783,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113,central,TEC-CO-10001571,technology,copiers,sharp 1540cs digital laser copier,549.99,1,0,274.995,10-11-2015,14-11-2015,2015,11,10
5852,CA-2015-121783,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113,central,OFF-BI-10001658,office supplies,binders,gbc standard therm-a-bind covers,74.76,3,0,34.3896,10-11-2015,14-11-2015,2015,11,10
5853,CA-2015-121783,standard class,PO-19180,philisse overcash,home office,united states,roseville,minnesota,55113,central,FUR-FU-10004351,furniture,furnishings,staple-based wall hangings,29.22,3,0,12.8568,10-11-2015,14-11-2015,2015,11,10
5854,US-2014-138835,standard class,DA-13450,dianna arnett,home office,united states,virginia beach,virginia,23464,south,OFF-BI-10003314,office supplies,binders,tuff stuff recycled round ring binders,9.64,2,0,4.7236,10-09-2014,14-09-2014,2014,9,10
5855,CA-2015-112214,standard class,AH-10690,anna häberlin,corporate,united states,dallas,texas,75220,central,OFF-ST-10001505,office supplies,storage,"perma stor-all hanging file box, 13 1/8""w x 12 1/4""d x 10 1/2""h",33.488,7,0.2,-1.2558,05-08-2015,11-08-2015,2015,8,5
5856,CA-2015-112214,standard class,AH-10690,anna häberlin,corporate,united states,dallas,texas,75220,central,OFF-SU-10003567,office supplies,supplies,stiletto hand letter openers,23.04,3,0.2,-4.896,05-08-2015,11-08-2015,2015,8,5
5857,CA-2015-112214,standard class,AH-10690,anna häberlin,corporate,united states,dallas,texas,75220,central,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,1.362,1,0.8,-2.1792,05-08-2015,11-08-2015,2015,8,5
5858,CA-2015-112214,standard class,AH-10690,anna häberlin,corporate,united states,dallas,texas,75220,central,FUR-FU-10002364,furniture,furnishings,"eldon expressions wood desk accessories, oak",14.76,5,0.6,-11.439,05-08-2015,11-08-2015,2015,8,5
5859,US-2017-153255,second class,JK-15730,joe kamberova,consumer,united states,concord,california,94521,west,FUR-BO-10004218,furniture,bookcases,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order",239.666,2,0.15,14.098,03-09-2017,07-09-2017,2017,9,3
5860,CA-2015-108119,standard class,MS-17530,marybeth skach,consumer,united states,conway,arkansas,72032,south,FUR-TA-10002530,furniture,tables,"iceberg officeworks 42"" round tables",301.96,2,0,45.294,01-11-2015,08-11-2015,2015,11,1
5861,CA-2015-157434,second class,JK-15640,jim kriz,home office,united states,philadelphia,pennsylvania,19120,east,OFF-PA-10001526,office supplies,paper,xerox 1949,7.968,2,0.2,2.8884,29-04-2015,04-05-2015,2015,4,29
5862,CA-2016-101525,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209,south,OFF-PA-10001497,office supplies,paper,xerox 1914,109.92,2,0,53.8608,01-05-2016,04-05-2016,2016,5,1
5863,CA-2016-101525,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209,south,OFF-PA-10003936,office supplies,paper,xerox 1994,19.44,3,0,9.3312,01-05-2016,04-05-2016,2016,5,1
5864,CA-2016-101525,second class,CM-12235,chris mcafee,consumer,united states,little rock,arkansas,72209,south,OFF-AR-10000716,office supplies,art,dixon ticonderoga erasable checking pencils,11.16,2,0,4.3524,01-05-2016,04-05-2016,2016,5,1
5865,US-2014-117968,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450,east,OFF-AP-10002765,office supplies,appliances,fellowes advanced computer series surge protectors,79.47,3,0,22.2516,05-08-2014,07-08-2014,2014,8,5
5866,US-2014-117968,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450,east,OFF-AR-10004165,office supplies,art,"binney & smith inktank erasable pocket highlighter, chisel tip, yellow",4.56,2,0,2.0064,05-08-2014,07-08-2014,2014,8,5
5867,US-2014-117968,second class,RS-19420,ricardo sperren,corporate,united states,meriden,connecticut,6450,east,FUR-CH-10002335,furniture,chairs,hon gueststacker chair,1133.35,5,0,294.671,05-08-2014,07-08-2014,2014,8,5
5868,CA-2016-158211,standard class,BP-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19143,east,OFF-AR-10004078,office supplies,art,newell 312,4.672,1,0.2,0.584,04-01-2016,08-01-2016,2016,1,4
5869,CA-2016-158211,standard class,BP-11185,ben peterman,corporate,united states,philadelphia,pennsylvania,19143,east,OFF-BI-10002026,office supplies,binders,avery arch ring binders,104.58,6,0.7,-80.178,04-01-2016,08-01-2016,2016,1,4
5870,CA-2016-152247,standard class,MA-17995,michelle arnett,home office,united states,cheyenne,wyoming,82001,west,FUR-CH-10001215,furniture,chairs,global troy executive leather low-back tilter,1603.136,4,0.2,100.196,07-11-2016,12-11-2016,2016,11,7
5871,CA-2016-128223,same day,EB-13705,ed braxton,corporate,united states,anaheim,california,92804,west,FUR-TA-10001771,furniture,tables,"bush cubix conference tables, fully assembled",1293.488,7,0.2,80.843,14-06-2016,14-06-2016,2016,6,14
5872,CA-2016-154235,standard class,RD-19900,ruben dartt,consumer,united states,bloomington,indiana,47401,central,FUR-FU-10004006,furniture,furnishings,"deflect-o duramat lighweight, studded, beveled mat for low pile carpeting",127.95,3,0,21.7515,24-09-2016,28-09-2016,2016,9,24
5873,CA-2017-129910,standard class,ME-17320,maria etezadi,home office,united states,columbus,georgia,31907,south,OFF-ST-10003282,office supplies,storage,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",59.76,1,0,16.7328,30-03-2017,03-04-2017,2017,3,30
5874,CA-2017-133095,same day,EH-14005,erica hernandez,home office,united states,jonesboro,arkansas,72401,south,OFF-BI-10002353,office supplies,binders,gbc velobind cover sets,108.08,7,0,54.04,04-06-2017,04-06-2017,2017,6,4
